sourceList,number,title,videoId,viewCount,category,language,languageConfidence,year,eraTags,eraConfidence
hymns,HYMN-206,詩篇23篇,oA4n0NFY79M,2905942,詩歌,粵語,existing,,,
hymns,HYMN-207,我相信,5VI9-Jrs7L4,2263856,詩歌,粵語,existing,,,
hymns,HYMN-208,如鷹展翅上驣,yuGN365VAmU,1678800,詩歌,粵語,existing,,,
hymns,HYMN-209,只願得著你,fQIiRGbfjFU,1432521,詩歌,粵語,existing,,,
hymns,HYMN-210,祢是我的一切,Vs-XA9QgG34,1342196,詩歌,粵語,existing,,,
hymns,HYMN-211,我等候你,_2spuptYu8w,1333906,詩歌,粵語,existing,,,
hymns,HYMN-212,耶和華是愛,3xcMbr_c8Ig,1137231,詩歌,粵語,existing,,,
hymns,HYMN-213,永活盼望,KVDpKlkwDVc,1037767,詩歌,粵語,existing,,,
hymns,HYMN-214,全因為你,2AWdsW86LAE,981595,詩歌,粵語,existing,,,
hymns,HYMN-215,偶然遇上的驚喜,rEFmG_RWHhY,931756,詩歌,粵語,existing,,,
hymns,HYMN-216,是你,Dyak3n8tBPQ,829256,詩歌,粵語,existing,,,
hymns,HYMN-217,陶造我生命,Oljjte6kSlg,792679,詩歌,粵語,existing,,,
hymns,HYMN-218,新酒,aGBEvngEPns,756800,詩歌,粵語,existing,,,
hymns,HYMN-219,榮雨降下,_X4wKU2nv_k,747405,詩歌,粵語,existing,,,
hymns,HYMN-220,神的帳幕在人間,nfQ_nq9iWfM,740740,詩歌,粵語,existing,,,
hymns,HYMN-221,天父必保守,3UNufUCdxvk,718736,詩歌,粵語,existing,,,
hymns,HYMN-222,愛是不保留,3vP2nR-_xV4,679808,詩歌,粵語,existing,,,
hymns,HYMN-223,信靠禱告,ghGZkUVS8NE,656777,詩歌,粵語,existing,,,
hymns,HYMN-224,主禱文,GXD2WdTji0Q,623800,詩歌,粵語,existing,,,
hymns,HYMN-225,恩典窄路,6aBGG78osSw,615556,詩歌,粵語,existing,,,
hymns,HYMN-226,路邊的一課,qsQ7YsaeGJU,560977,詩歌,粵語,existing,,,
hymns,HYMN-227,榮耀神羔羊,RN9qJoXUbMM,551428,詩歌,粵語,existing,,,
hymns,HYMN-228,渴想祢,-CtV8F4CPFM,514477,詩歌,粵語,existing,,,
hymns,HYMN-229,你若相信,MtVBV8rDLOw,507730,詩歌,粵語,existing,,,
hymns,HYMN-342,從亙古到永遠,HTbjglnML_Q,4505980,詩歌,粵語,existing,,,
hymns,HYMN-349,靠著耶穌得勝,BDG1mSVnzYk,5466642,詩歌,粵語,existing,,,
hymns,HYMN-350,耶和華祝福滿滿,OD7Pvwz4cjY,4828059,詩歌,粵語,existing,,,
hymns,HYMN-351,凡事都有神的美意,_bfbAH_fuog,6280639,詩歌,國語,existing,,,
hymns,HYMN-352,十架犧牲的愛,Sh4wV3nsNPs,5098629,詩歌,國語,existing,,,
hymns,HYMN-353,十字架、十字架,HQncR2It1Cw,700679,詩歌,國語,existing,,,
hymns,HYMN-354,仍能讚美,lxf0GZI1XB0,608301,詩歌,國語,existing,,,
hymns,HYMN-357,榮耀的呼召,v5wnpajW6jo,1112792,詩歌,國語,existing,,,
hymns,HYMN-358,阿爸天父,KE8X-sG64nk,1270920,詩歌,國語,existing,,,
hymns,HYMN-359,何等恩典,u2M-zzt1Whc,4920087,詩歌,國語,existing,,,
hymns,HYMN-360,從這代到那代,kNnZXzsNYPo,895164,詩歌,國語,existing,,,
hymns,HYMN-361,恩典之路,YaJ5gof0YNQ,1561318,詩歌,國語,existing,,,
hymns,HYMN-362,愛中相遇,Muq6RNaLjgU,1337969,詩歌,國語,existing,,,
hymns,HYMN-365,耶穌！耶穌！,kWvRXBLI0uk,515666,詩歌,國語,existing,,,
hymns,HYMN-369,寶貴十架,0YJZUyVOQVY,5699828,詩歌,國語,existing,,,
hymns,HYMN-371,是我一生的呼召,lspZOQhpu30,539767,詩歌,國語,existing,,,
hymns,HYMN-374,陪我走過春夏秋冬,AjL3gfY9SOA,8935415,詩歌,國語,existing,,,
hymns,HYMN-375,一生敬拜祢,nGzADKIDf4A,1704745,詩歌,國語,existing,,,
hymns,HYMN-378,住在祢裡面,IKGazOdWmH4,1015698,詩歌,國語,existing,,,
hymns,HYMN-379,勇敢走出去,w43QIZ79YbY,837966,詩歌,國語,existing,,,
hymns,HYMN-380,復興聖潔,K3ibf2AjR3U,897288,詩歌,國語,existing,,,
hymns,HYMN-381,我需要有祢在我生命中,u_R17ihiM44,975779,詩歌,國語,existing,,,
hymns,HYMN-382,十架的愛,dfVQ2nbrPnM,9079684,詩歌,國語,existing,,,
hymns,HYMN-383,在至高之處,azxcXb-7TfA,661910,詩歌,國語,existing,,,
hymns,HYMN-385,我全然獻上,zPw4JLB_AJ4,1351665,詩歌,國語,existing,,,
hymns,HYMN-386,我的生命獻給祢,x5elrTM-t6k,4126149,詩歌,國語,existing,,,
hymns,HYMN-388,救贖的恩典,WxrAYIaLQOk,1964185,詩歌,國語,existing,,,
hymns,HYMN-389,新耶路撒冷,PO0-QmW54kI,1479884,詩歌,國語,existing,,,
hymns,HYMN-390,普世歡騰,1UKYcSzroio,760684,詩歌,國語,existing,,,
hymns,HYMN-394,如鹿切慕溪水,NHwHhEWEG_0,820669,詩歌,國語,existing,,,
hymns,HYMN-396,我們呼求,CigLPfxQ7Sc,12398725,詩歌,國語,existing,,,
hymns,HYMN-398,讓讚美飛揚,LAokJhXevr8,793088,詩歌,國語,existing,,,
hymns,HYMN-399,生命活水充滿我,dD3-QDAOnMg,6836373,詩歌,國語,existing,,,
hymns,HYMN-402,耶和華祢是我的神,y3QzV2WE-qw,8393596,詩歌,國語,existing,,,
hymns,HYMN-403,耶穌愛你,OSjjpGHiozM,1085047,詩歌,國語,existing,,,
hymns,HYMN-408,新的異象,mHSSuQA3LQo,5243016,詩歌,國語,existing,,,
hymns,HYMN-411,讓我得見祢的榮面,jvI7dY6Mz-0,4737615,詩歌,國語,existing,,,
hymns,HYMN-412,讚美中信心不斷升起,yFQn424qMKg,2760938,詩歌,國語,existing,,,
hymns,HYMN-413,這一生最美的祝福,tPf7Ig1ebL4,5637083,詩歌,國語,existing,,,
hymns,HYMN-414,願祢國度降臨,5QmE9psO71g,1804942,詩歌,國語,existing,,,
hymns,HYMN-415,一生愛祢,fgHBHUPiaJI,1578075,詩歌,國語,existing,,,
hymns,HYMN-417,上帝聽禱告,GoVnszF3TmM,784080,詩歌,國語,existing,,,
hymns,HYMN-419,萬名之上的名,mhGrb31DD84,698366,詩歌,國語,existing,,,
hymns,HYMN-420,你要稱頌耶和華,GTbSQh0LOnE,1500917,詩歌,國語,existing,,,
hymns,HYMN-425,祢是榮耀君王,oGgK5BoYSuM,729289,詩歌,國語,existing,,,
hymns,HYMN-426,祢是配得,Y3eE_e5rMvc,550790,詩歌,國語,existing,,,
hymns,HYMN-427,凡事都能做,KLdSuKezMgs,777348,詩歌,國語,existing,,,
hymns,HYMN-430,讚美之泉,x-DysGdCg4k,4679625,詩歌,國語,existing,,,
hymns,HYMN-434,我們愛讓世界不一樣,fUijjKO3lYU,4363486,詩歌,國語,existing,,,
hymns,HYMN-436,主祢是我力量,4Of5ajwoCxQ,1522209,詩歌,國語,existing,,,
hymns,HYMN-437,每一天我需要祢,IBeDhW5uET0,3777131,詩歌,國語,existing,,,
hymns,HYMN-438,展開清晨的翅膀,xugw9VE0pjc,1093759,詩歌,國語,existing,,,
hymns,HYMN-440,這裡有榮耀,V7MIkQD7fvg,1742514,詩歌,國語,existing,,,
hymns,HYMN-441,我要看見,kYHmfN8tXPM,5502424,詩歌,國語,existing,,,
hymns,HYMN-442,我要全心讚美,Bs-pQZ9b0OU,2490096,詩歌,國語,existing,,,
hymns,HYMN-443,更深之處,08YrvyT5HHs,1031499,詩歌,國語,existing,,,
hymns,HYMN-446,有一位神,b3oivk4W7EY,3813911,詩歌,國語,existing,,,
hymns,HYMN-447,從早晨到夜晚,QvfB1-FpfWk,11213192,詩歌,國語,existing,,,
hymns,HYMN-449,將天敞開,kxGQ7LV4DKQ,1319180,詩歌,國語,existing,,,
hymns,HYMN-450,榮美的救主,ZPVChPb5J7Q,597465,詩歌,國語,existing,,,
hymns,HYMN-451,深深愛祢,k_S6gYOrjdQ,1241937,詩歌,國語,existing,,,
hymns,HYMN-452,我要向高山舉目,bhS0D7Gd-Ek,10348647,詩歌,國語,existing,,,
hymns,HYMN-454,祢的恩典夠我用,v76-wz1mv8w,5675643,詩歌,國語,existing,,,
hymns,HYMN-455,天父的花園,O5NB4bcPWIk,7176727,詩歌,國語,existing,,,
hymns,HYMN-456,主的喜樂是我力量,MEHMGqHh9ZY,1783297,詩歌,國語,existing,,,
hymns,HYMN-457,我心屬於祢,qJ1bqBNnbXA,753799,詩歌,國語,existing,,,
hymns,HYMN-458,永遠尊貴,-ZnOCvRnwaQ,562568,詩歌,國語,existing,,,
hymns,HYMN-462,我在這裡,dK2rSkmWEzA,2270378,詩歌,國語,existing,,,
hymns,HYMN-463,耶穌我愛祢,usHsWo5sY0U,601345,詩歌,國語,existing,,,
hymns,HYMN-465,求充滿這地,xj7daezGohs,4295695,詩歌,國語,existing,,,
hymns,HYMN-466,禱告的力量,AfWZ-1taIfw,4104292,詩歌,國語,existing,,,
hymns,HYMN-467,豐盛的應許,ZNSG2CG5DNQ,3761405,詩歌,國語,existing,,,
hymns,HYMN-468,重來的力量,7jac0ri7x3A,3212634,詩歌,國語,existing,,,
hymns,HYMN-469,能不能,AW6aFoCCaIg,16992752,詩歌,國語,existing,,,
hymns,HYMN-470,如祢,kMOg8x7ptz4,2670117,詩歌,國語,existing,,,
hymns,HYMN-471,深不見底的愛,H4MeSR_ilyY,2269090,詩歌,國語,existing,,,
hymns,HYMN-472,與祢更靠近,iz32XOGh27g,2190780,詩歌,國語,existing,,,
hymns,HYMN-473,奔跑不放棄,WC6bCBSgNtQ,13359670,詩歌,國語,existing,,,
hymns,HYMN-474,找到我,5hkbct1UPK8,2033762,詩歌,國語,existing,,,
hymns,HYMN-475,充滿在這裡,UBDyViNTQxw,1818620,詩歌,國語,existing,,,
hymns,HYMN-476,不動搖的信心,H9OdfU5I9yQ,1750508,詩歌,國語,existing,,,
hymns,HYMN-477,被愛,Vg7qLy4LxhU,1390313,詩歌,國語,existing,,,
hymns,HYMN-478,我們歡迎君王降臨,a5X4uawExEA,8318426,詩歌,國語,existing,,,
hymns,HYMN-479,何等榮美的名,E3J7yHn-V2w,1258387,詩歌,國語,existing,,,
hymns,HYMN-480,耶穌永遠掌權,qimRnA-V4sg,1241364,詩歌,國語,existing,,,
hymns,HYMN-481,獻上讚美祭,cxDQ5YpYXlA,792072,詩歌,國語,existing,,,
hymns,HYMN-482,真實的悔改,nMJ7VXOVjdQ,772280,詩歌,國語,existing,,,
hymns,HYMN-483,厚恩待我,U7ZNB-ShmNk,646067,詩歌,國語,existing,,,
hymns,HYMN-484,純潔的心,Aeo64Ptu4Gs,627665,詩歌,國語,existing,,,
hymns,HYMN-485,數不盡,_svIQ4gpPeY,607290,詩歌,國語,existing,,,
hymns,HYMN-486,祢永遠如此深愛著我,y2uZJBv00Gs,4682464,詩歌,國語,existing,,,
hymns,HYMN-487,我們的神,nzsMY2_td4Y,3227663,詩歌,國語,existing,,,
hymns,HYMN-488,你讓我勇敢,5jxHF2eVU60,511109,詩歌,國語,existing,,,
hymns,HYMN-489,敬畏的心,VMjI8vGZLm4,500617,詩歌,國語,existing,,,
hymns,HYMN-490,曠野中唯一的力量,7Lk8rq3y-rM,2841009,詩歌,國語,existing,,,
hymns,HYMN-495,十字架,QOsfDTYQosk,1737611,詩歌,國語,existing,,,
hymns,HYMN-496,深深地敬拜,KvNBVA9gcTQ,1638947,詩歌,國語,existing,,,
hymns,HYMN-498,我心堅定於祢,Sl1R3zUMugc,1372540,詩歌,國語,existing,,,
hymns,HYMN-500,賜我力量,-1hotIathug,510790,詩歌,粵語,existing,,,
pop80s,POP80-001,Monica,w3N5tisg20I,2721702,80年代流行曲,粵語,existing,,,
pop80s,POP80-002,風繼續吹,UmTB6E5mU5w,3421893,80年代流行曲,粵語,existing,,,
pop80s,POP80-003,為你鍾情,lkd06VLJGQg,519335,80年代流行曲,粵語,existing,,,
pop80s,POP80-004,不羈的風,hEofxPB73Is,936360,80年代流行曲,粵語,existing,,,
pop80s,POP80-005,有誰共鳴,9b1vv1kWYc4,5380944,80年代流行曲,粵語,existing,,,
pop80s,POP80-008,沉默是金,7bl9bA7A0OM,3399897,80年代流行曲,粵語,existing,,,
pop80s,POP80-009,偏偏喜歡你,RmTAUDlcPSk,21925461,80年代流行曲,粵語,existing,,,
pop80s,POP80-010,今宵多珍重,7Fu9DJGRU8Y,11974109,80年代流行曲,粵語,existing,,,
pop80s,POP80-015,愛情陷阱,DXo7zqbeY9Y,1540832,80年代流行曲,粵語,existing,,,
pop80s,POP80-016,朋友,DkDPEXyMOi8,2468940,80年代流行曲,粵語,existing,,,
pop80s,POP80-030,真的愛你,n8aK_IUna_Y,1510718,80年代流行曲,粵語,existing,,,
pop80s,POP80-032,喜歡你,U-bvp_hsinw,3557838,80年代流行曲,粵語,existing,,,
pop80s,POP80-033,舊日的足跡,tFc6krvM51A,746276,80年代流行曲,粵語,existing,,,
pop80s,POP80-034,冷雨夜,XtJvmzcCu1A,3130769,80年代流行曲,粵語,existing,,,
pop80s,POP80-035,石頭記,4alhlTQselk,4285022,80年代流行曲,粵語,existing,,,
pop80s,POP80-037,傾心,nuPaLeNmUpw,632895,80年代流行曲,粵語,existing,,,
pop80s,POP80-038,分分鐘需要你,0OeZuH7-NZw,563552,80年代流行曲,粵語,existing,,,
pop80s,POP80-039,每一個晚上,Y8tp91Rwn2o,860837,80年代流行曲,粵語,existing,,,
pop80s,POP80-041,敢愛敢做,HGmTVMZR0hE,3138456,80年代流行曲,粵語,existing,,,
pop80s,POP80-042,真的漢子,l4qCBKuS0Bc,2247556,80年代流行曲,粵語,existing,,,
pop80s,POP80-044,海闊天空,qu_FSptjRic,173786139,80年代流行曲,粵語,existing,,,
pop80s,POP80-045,至少還有你,pQlAWZLOpgo,41074900,80年代流行曲,粵語,existing,,,
pop80s,POP80-046,瀟灑走一回,KZ8Hxm2W5Ts,34935896,80年代流行曲,粵語,existing,,,
pop80s,POP80-047,曾經心痛,RiGdxI6HNnQ,28894891,80年代流行曲,粵語,existing,,,
pop80s,POP80-048,當愛已成往事,IKA47rEDVSs,20133141,80年代流行曲,國語,existing,,,
pop80s,POP80-049,朋友別哭,UOrGX49N2aU,18862877,80年代流行曲,粵語,existing,,,
pop80s,POP80-050,聽說愛情回來過,qSnSCOMVSYQ,18144054,80年代流行曲,國語,existing,,,
pop80s,POP80-051,用餘生去愛,SY2SDAAFvWg,14081405,80年代流行曲,粵語,existing,,,
pop80s,POP80-052,不裝飾你的夢,v-YeIjY2LVg,12816050,80年代流行曲,粵語,existing,,,
pop80s,POP80-053,今生今世,6jRNbtNy1K4,12811991,80年代流行曲,粵語,existing,,,
pop80s,POP80-054,嫁給我,sTE21SU3TVM,12737347,80年代流行曲,國語,existing,,,
pop80s,POP80-055,愛的可能,u20h020vkE8,11190758,80年代流行曲,粵語,existing,,,
pop80s,POP80-056,女人花,HZf26r_DplA,9995746,80年代流行曲,國語,existing,,,
pop80s,POP80-057,無心傷害,u650A5w7Ka0,9544588,80年代流行曲,國語,existing,,,
pop80s,POP80-058,让一切随风,lz-e0NWIj88,8998276,80年代流行曲,國語,existing,,,
pop80s,POP80-059,領悟,wa-HGDSFddw,8916284,80年代流行曲,國語,existing,,,
pop80s,POP80-060,大海,uxNs7uBl7O8,8876342,80年代流行曲,粵語,existing,,,
pop80s,POP80-061,男兒當自強,U_EgeFUTbW4,8405833,80年代流行曲,粵語,existing,,,
pop80s,POP80-062,脫掉,bqWfosgn_QI,8220382,80年代流行曲,國語,existing,,,
pop80s,POP80-063,暗里着迷,imPWMzs0Yv4,7863641,80年代流行曲,國語,existing,,,
pop80s,POP80-064,蔡楓華,K96zOesFccY,7233393,80年代流行曲,粵語,existing,,,
pop80s,POP80-065,回頭太難,6oScrw8ubPk,7105887,80年代流行曲,粵語,existing,,,
pop80s,POP80-066,有心人,V7Xzwpdffeg,6946034,80年代流行曲,粵語,existing,,,
pop80s,POP80-067,灰色轨迹,8F_91_S5Sno,6823037,80年代流行曲,粵語,existing,,,
pop80s,POP80-068,一生所愛,pAse1VuvcOE,6730559,80年代流行曲,國語,existing,,,
pop80s,POP80-069,夜機,oLCHgT4gyjg,6667540,80年代流行曲,粵語,existing,,,
pop80s,POP80-070,我醒著做夢,hER7WMTmAoE,6338315,80年代流行曲,粵語,existing,,,
pop80s,POP80-071,聽不到的說話,Qd1vbVBu5lQ,5949337,80年代流行曲,粵語,existing,,,
pop80s,POP80-072,飄雪,oGTEVhr6-5E,5940059,80年代流行曲,粵語,existing,,,
pop80s,POP80-073,皇后大道東,av1-_SjPb2E,5879074,80年代流行曲,國語,existing,,,
pop80s,POP80-074,不再猶豫,fKKgY7BXxJE,5807786,80年代流行曲,粵語,existing,,,
pop80s,POP80-075,風再起時,zEfh1r3N0no,5510341,80年代流行曲,粵語,existing,,,
pop80s,POP80-076,光辉岁月,HyChySXLyPk,5329934,80年代流行曲,粵語,existing,,,
pop80s,POP80-077,主唱,CmlsjFgy0Ts,5238522,80年代流行曲,粵語,existing,,,
pop80s,POP80-078,情人,iXqIb2KOC3M,5060709,80年代流行曲,國語,existing,,,
pop80s,POP80-079,風的季節,umUtPPGFe1w,4801833,80年代流行曲,粵語,existing,,,
pop80s,POP80-080,似夢迷離,Yt1vq8pDGK0,4594344,80年代流行曲,粵語,existing,,,
pop80s,POP80-081,怪你過份美麗,kIzTKC8ilyc,4568528,80年代流行曲,粵語,existing,,,
pop80s,POP80-082,不裝飾妳的夢,cx7_DAc8tIw,4562683,80年代流行曲,粵語,existing,,,
pop80s,POP80-083,祗有情永在,vwEyXcF3ULI,4464912,80年代流行曲,粵語,existing,,,
pop80s,POP80-084,情愛幾多哀,TtqWdbm9OHI,4405656,80年代流行曲,粵語,existing,,,
pop80s,POP80-085,鍾愛一生,6rNlumm_3Uw,4137474,80年代流行曲,國語,existing,,,
pop80s,POP80-086,戏凤,y4CZVRaa-wI,4089197,80年代流行曲,國語,existing,,,
pop80s,POP80-087,搵野做,j0flMZoT_HA,4059517,80年代流行曲,粵語,existing,,,
pop80s,POP80-088,心如刀割,CA5CwZ4Nmnk,3976586,80年代流行曲,粵語,existing,,,
pop80s,POP80-089,晚秋,3fthZU0WEFk,3897937,80年代流行曲,粵語,existing,,,
pop80s,POP80-090,誰令你心痴,L6ZVIqonafQ,3704326,80年代流行曲,粵語,existing,,,
pop80s,POP80-091,明日話今天,k06tSbM1fSs,3691882,80年代流行曲,粵語,existing,,,
pop80s,POP80-092,老情歌,DnxWyXYqfVg,3506133,80年代流行曲,粵語,existing,,,
pop80s,POP80-093,日本,ErGjJ-SjBQ4,3494676,80年代流行曲,粵語,existing,,,
pop80s,POP80-094,相逢何必曾相識,DukIqaIOC8I,3446852,80年代流行曲,粵語,existing,,,
pop80s,POP80-095,天真,W8K22zsaimk,3431587,80年代流行曲,國語,existing,,,
pop80s,POP80-096,温兆伦,SVHwGmm0-VM,3312960,80年代流行曲,粵語,existing,,,
pop80s,POP80-097,玻璃之情,rl28y-8dpuo,3275932,80年代流行曲,粵語,existing,,,
pop80s,POP80-098,情書,VZz1e1dI3k4,3236694,80年代流行曲,粵語,existing,,,
pop80s,POP80-099,鏗鏘玫瑰,_aC-5cMtKSo,3150503,80年代流行曲,國語,existing,,,
pop80s,POP80-100,深愛著你,tW1hteo_qYg,3088024,80年代流行曲,粵語,existing,,,
pop80s,POP80-101,這麼近那麼遠,pvRka3_7PqY,3080314,80年代流行曲,粵語,existing,,,
pop80s,POP80-102,十分十二吋,ua9R7rjo4LM,3077302,80年代流行曲,粵語,existing,,,
pop80s,POP80-103,把你寵壞,c4GuaUH3U9U,3069550,80年代流行曲,國語,existing,,,
pop80s,POP80-104,明月心,uKPNHcEUUco,2972476,80年代流行曲,粵語,existing,,,
pop80s,POP80-105,旧欢如梦,panrOM__uow,2804223,80年代流行曲,粵語,existing,,,
pop80s,POP80-106,失戀陣線聯盟,SkcTeTqz6Hg,2793021,80年代流行曲,粵語,existing,,,
pop80s,POP80-107,失恋阵线联盟,suIbr4JS5MA,2747224,80年代流行曲,粵語,existing,,,
pop80s,POP80-108,情人知己,tM93Rv_RgqA,2640130,80年代流行曲,粵語,existing,,,
pop80s,POP80-109,世界真細小,ThcaPON4lLQ,2619611,80年代流行曲,粵語,existing,,,
pop80s,POP80-110,披著羊皮的狼,FHOfLOiFQBI,2595037,80年代流行曲,粵語,existing,,,
pop80s,POP80-111,刻不容緩,4EPHUvk4xC8,2581016,80年代流行曲,粵語,existing,,,
pop80s,POP80-112,不再犹豫,xhxA5z4WrUM,2558071,80年代流行曲,粵語,existing,,,
pop80s,POP80-113,回家的路,UJOZc3yuA98,2423137,80年代流行曲,粵語,existing,,,
pop80s,POP80-114,誰能明白我,qdFoHjrXcHk,2402343,80年代流行曲,粵語,existing,,,
pop80s,POP80-115,一生中最愛,REEOBTBVPmg,2372041,80年代流行曲,粵語,existing,,,
pop80s,POP80-116,兄弟不懷疑,beaYy7T9zdI,2365701,80年代流行曲,粵語,existing,,,
pop80s,POP80-117,離開以後,t2v_AoXw9EY,2323057,80年代流行曲,粵語,existing,,,
pop80s,POP80-118,你令我快樂過,I68MGGD9frU,2257111,80年代流行曲,粵語,existing,,,
pop80s,POP80-119,罪人,Z0pbINmvJzE,2236023,80年代流行曲,粵語,existing,,,
pop80s,POP80-120,跟著我一輩子,GtO4E5TRPP4,2208950,80年代流行曲,國語,existing,,,
pop80s,POP80-121,童年時,bOUC4a5Gerw,2157134,80年代流行曲,粵語,existing,,,
